,,,北海道,北海道,青森,青森,岩手,岩手,宮城,宮城,秋田,秋田,山形,山形,福島,福島,茨城,茨城,栃木,栃木,群馬,群馬,埼玉,埼玉,千葉,千葉,東京,東京,神奈川,神奈川,新潟,新潟,富山,富山,石川,石川,福井,福井,山梨,山梨,長野,長野,岐阜,岐阜,静岡,静岡,愛知,愛知,三重,三重,滋賀,滋賀,京都,京都,大阪,大阪,兵庫,兵庫,奈良,奈良,和歌山,和歌山,鳥取,鳥取,島根,島根,岡山,岡山,広島,広島,山口,山口,徳島,徳島,香川,香川,愛媛,愛媛,高知,高知,福岡,福岡,佐賀,佐賀,長崎,長崎,熊本,熊本,大分,大分,宮崎,宮崎,鹿児島,鹿児島,沖縄,沖縄
2022,6,19,3.5,南東,1.9,北,2.1,西北西,2.2,南東,3.8,南西,2.2,南西,1.8,北,2,南,2.3,南南西,2,北西,1.9,南南東,3.9,西南西,2.6,南南東,3.6,南南東,2.6,南西,2.9,南南西,3.5,西南西,2.8,南,2.3,西南西,2,北北西,2.1,南南西,1.7,南,2.1,西南西,2.3,南東,1.6,南西,2,南南西,2.2,西南西,3.4,西南西,2,南,3.4,西南西,3.1,北北西,3.7,西南西,2.1,東北東,3.1,南,1.9,東南東,2.6,東南東,1.8,東北東,2,北東,1.2,南東,2.3,北,3,南,1.4,東南東,1.9,南西,2.3,南南東,2.1,西,1.7,南南東,5.8,南
2022,6,20,4.9,北北西,4.6,西,3.6,西南西,2.5,南東,3.8,西南西,2.3,北,2.4,北西,1.8,東南東,2,西,2.4,北西,1.4,南南東,4.1,西南西,2.1,南南東,2.8,南南西,2.7,南西,2.3,北北東,2.9,西,2.4,北北西,2.1,南西,2.4,東北東,1.9,南,1.6,北,1.9,南東,2.2,西南西,1.5,南南東,1.8,南南西,2,西南西,3.1,西南西,1.5,西南西,3.3,西南西,2.2,東南東,2,東,2.3,東北東,2.1,南西,1.9,東南東,2.5,東南東,2,東北東,1.7,北東,1.4,南東,2.2,南東,3.4,南,1.5,南西,2.4,南南西,1.8,北,1.5,北西,2.5,南東,6.4,南
2022,6,21,3.2,北北西,3,北西,2.8,南,3,東南東,2.5,西北西,2.1,南東,2.7,東北東,2.1,東北東,2.8,東南東,2.2,東,1.7,南,2.6,東南東,2.4,北東,2.6,南西,1.6,北,2.3,北北東,3.1,東,2.4,南,2.1,南西,2.2,西南西,2.1,南,1.4,南,2.5,南南東,3.2,南東,1,南,1.2,北北東,1.5,北北東,2.1,東北東,1.1,北,2.9,南,2.9,東南東,2.2,東,2.4,東,1.5,南,1.7,東北東,2.3,南東,1.5,東北東,1.3,北東,1.2,東,2.7,南東,3.5,東北東,2.5,南西,3.1,南南西,1.5,北,2.9,南西,3.5,南南西,6.7,南
2022,6,22,4.3,南東,3.6,南南東,3.7,南南西,2.8,南東,4.3,南東,2.6,東南東,2.9,東北東,3.6,北東,3.3,東,2.1,南東,2.4,東,3,北東,2.5,北東,2.3,東,1.8,北,1.8,北北西,2.6,東,2.2,南南西,2.1,南西,3.5,西南西,1.5,南南西,1.3,北東,1.7,西南西,1.5,東南東,1,西北西,1.4,北東,2,南西,3,南西,1.5,西南西,3.9,西南西,2.7,東南東,3.2,西,2.4,西南西,1.8,南西,1.5,西南西,1.8,東南東,2.1,西,1.7,南西,1.4,東北東,2,南東,3.8,南,2.5,南西,2.8,南南西,1.8,北,5.4,西南西,2.5,西南西,4.7,南
2022,6,23,5.3,南東,2.5,北西,4,南,2.6,南東,4,南東,1.5,北北東,2.1,東北東,2.6,東南東,2.8,東南東,1.9,東,2,南南東,2.8,東南東,2.4,北東,2.4,南南東,2.5,南南東,2.8,南,3.2,西,3.7,南,2.4,西北西,3.8,西南西,2.2,南南西,1.5,南,2.9,南南東,2.7,東南東,1.5,南西,2.3,南南西,2.1,西南西,3.1,南西,2,南東,4.2,南,4.4,南,2.5,南南西,2.9,南南東,2.9,南,2.2,南南西,2.5,南東,1.9,東北東,2.8,南南西,1.9,東南東,5.2,南,6.6,南,4.2,南南西,4.5,南南西,3.6,南西,4.7,西南西,3.2,南南西,4.5,南
2022,6,24,7.2,南南東,4.3,南南西,5.2,南,2,南南東,5.6,東南東,1.7,南南西,2.9,南,3,南南西,3.7,南南東,1.3,西北西,3.7,南,8.4,南西,5.6,南,7.1,南西,3.5,南東,6.5,南,8.4,南西,5.9,南,2.6,北西,4.3,西南西,3.4,南東,2.8,南西,4.5,南東,2.5,東,2,南西,3.5,南西,4.7,南南西,4.5,西南西,4.8,南,10.3,南,5.7,南,6.1,西南西,4.8,南西,5.4,南,4.2,南南西,4.8,南南東,3.3,南西,4.7,南南西,2.3,南東,5.8,南南西,6.7,南西,6.1,南南西,6.4,南南西,5.2,南西,6.7,西南西,4.7,南西,5.5,南南西
2022,6,25,4,南,6.7,南南西,4.2,南西,4,西,6.1,南西,4.1,南西,2.6,北西,3.6,南南西,4.1,南,3.1,西,3.1,南,8.4,南西,5.3,南,7.3,南西,4.1,西南西,4.1,西,5.1,南南西,3.3,南西,2.8,南西,2.4,西,2.2,南,3.5,南西,2.6,南東,2.5,東南東,3.3,南西,3.6,南南西,2.9,南西,3.4,西南西,2.6,西南西,4.5,南,3.6,南東,4.2,西南西,4.9,南西,3.3,南,1.6,東北東,1.9,北北東,3,西南西,2.4,北東,1.6,東北東,3.8,南,3.4,南南西,3.2,南南西,2.1,南南西,3.3,南,3.8,西南西,2.3,南東,4.7,南南東
2022,6,26,3.8,南南西,7.4,南西,3.4,西北西,2.6,南東,4.9,南南西,2.8,南南西,1.7,北北西,1.8,北北西,3.3,南南西,2.5,北北西,1.5,南,6.5,南西,4,南,5.9,南西,2.7,南西,3.6,南南西,5.6,南西,3.4,南,2.2,西南西,2.2,西南西,1.8,南,2.1,南西,2,南南東,1.9,西北西,1.8,南西,2.2,南南西,2.1,南西,3.3,西南西,2.1,南,3.5,南南西,4.7,南南東,3.1,西南西,2.9,南西,2.3,南,1.7,東北東,2,東南東,1.7,北,2.2,北東,1.5,西,3.3,南南東,3.5,南,2.3,南西,2.2,南西,2.4,南,2,西,2,南東,5.8,南東
2022,6,27,3.6,北北西,5,西,3.5,南南東,2.9,南南西,4.2,南西,4,南南西,1.4,西南西,2.1,北北西,2.6,北北東,2.5,北北西,1.7,西北西,4,西南西,2.5,南南東,2.5,南,3.4,西南西,3.4,南南西,4.8,西南西,2.7,南南西,2.1,南西,1.9,北,2.2,西南西,1.9,北北東,2.4,北西,2.1,東南東,1.6,南西,1.9,南南西,2.1,西南西,3.4,西南西,1.9,西南西,4.2,西南西,3.3,南東,2.3,西,2.4,南東,2.7,南南西,2,南東,1.7,東北東,1.8,北,2.1,北東,1.8,南東,3.4,南東,5.2,南南西,2.3,南,2.4,南西,2,南,2.5,南,3.2,南南東,5.9,南東
2022,6,28,3.7,南東,3.7,南西,2.1,南南東,1.8,南東,5.3,南西,2.6,南南西,1.4,北西,2,東,2.5,東,2.2,東,1.4,南南東,3.4,西南西,2.5,南南東,3.1,南南西,2.4,南西,3,南西,3.1,西,3.1,南,2.5,南西,2,西北西,2.2,南南西,2.1,北東,2.3,南東,2.1,南東,1.9,西南西,2.4,南南西,2.7,西南西,3.9,西,2,西南西,6.2,南,4.7,南,3.7,南西,2.9,東北東,4.6,南南西,2.6,東南東,2,南東,2.1,東北東,2.6,南,1.7,南南東,4.4,南,7.3,南南西,2.4,南南西,3.1,西南西,2.8,南,2.7,南,4,南南東,6.6,南東
2022,6,29,2.2,北北西,6.8,南西,3.3,南,2.8,西,6.6,南西,3.8,南南西,1.9,北西,2,東,2.2,南東,2.3,北北西,1.6,南南東,5,南西,2.8,南南東,3.7,南南西,3.1,南,3.5,南西,3.6,西南西,3.1,南南東,2.4,南西,2.4,東北東,2.6,西,2,北北東,2.4,南南東,2.8,東南東,2,西南西,3,南南西,3,西南西,4.3,西,2.1,西南西,5.5,南,4,南南東,4.9,西南西,3.1,東北東,4.5,南,2.2,南東,1.8,東北東,2,北,2.7,西北西,1.9,南東,4.1,南,6.3,南,2.5,南南西,3.1,西南西,2.6,西北西,2.6,西北西,3.4,南東,5.7,南東
2022,6,30,1.9,東南東,3.6,西,2.7,南南東,3.5,西北西,4.6,南西,3.1,西南西,2.8,北西,2.4,南西,2.8,東南東,2.7,北,1.9,西南西,2.4,東南東,2.7,南南東,2.2,東南東,3,南西,2.7,南南西,3.3,西,2.7,南南東,2.5,南西,2.9,東北東,2.6,西北西,1.9,南南東,3.1,西北西,2.7,西南西,1.7,北西,2.1,南西,2.2,西南西,3.7,南南西,1.8,東,3.1,西南西,2.6,東南東,3.5,西南西,2.4,南西,2.9,南西,1.9,南南西,2.1,南東,2,北,2.5,北東,1.6,南東,2.8,北,2.6,西南西,2,西南西,2.3,南西,2.1,北,2.8,南東,2.8,南,6.1,東南東
2022,7,1,3.1,東南東,1.5,北西,2.7,西北西,2.2,南東,3.2,西南西,2.1,北,2.1,北北西,2,東南東,3,東南東,2.1,北西,1.7,南南東,3.8,西南西,2.7,南南東,3,南南西,2.4,南西,2.5,北北西,2.8,北東,2.9,北北西,2.4,南西,2.4,北,2.7,西南西,2,南南東,3.3,北北西,2.6,南南東,1.7,南南東,2.1,東北東,2,西南西,2.6,西南西,1.9,北北東,3.3,南西,2.7,東南東,2.4,東,2.4,東南東,2.7,南西,2,東北東,2.8,南東,2.5,北北西,2.5,北東,1.7,南東,2.9,北,2.8,東,2,南西,2,南西,2.1,北,2.5,西北西,2.9,南,5.9,東
2022,7,2,1.5,東南東,1.8,北北東,2.9,南東,2.7,南東,1.9,西,1.9,北,2.1,南南西,2.2,東,2.6,南南東,2.1,南東,1.7,南南東,,,2.9,南南東,3.5,南南西,1.8,北,2.4,北北東,2.8,東,2.6,南,2.4,西,2.3,西,2.8,南南西,2,南,3.2,南南東,3.4,東,1.9,南南東,2.2,南,2.5,西南西,4.1,西南西,1.9,北東,4.1,西南西,2.7,東南東,3.3,東南東,4.1,東北東,2.9,南西,2.1,南東,4,南南東,2.9,東北東,2.4,北東,1.8,西,2.2,南東,2.6,東北東,1.7,南西,2.4,北東,3.1,南,3.3,北東,3.4,北東,6.1,北
2022,7,3,1.6,北,3,北西,2.4,西,2.3,南東,2.6,南東,1.8,北,1.9,南南東,1.8,北北西,1.9,北北東,1.9,北北西,1.4,北北西,4.7,南西,2.1,南南西,3.1,南西,1.9,西北西,1.9,北北東,2.5,東,2.5,南南西,1.6,南西,1.8,東,1.5,東北東,1.4,北西,1.8,東南東,2.1,北,1,南南東,1.8,北東,1.8,西南西,2.8,西南西,1.6,北北東,3.8,南,3.5,南東,2,東,2.9,東北東,2.8,南南西,2.9,南東,4.4,南東,2,北北西,1.9,北西,1.3,東,2.4,南東,3.2,南,1.3,東北東,1.9,北,2.7,南南東,2.2,北東,2.9,東,7.6,南南西
2022,7,4,2.3,北北西,2.3,北北東,2.3,南南東,2.4,南南東,2.5,南東,1.8,南東,1.9,東北東,1.7,南西,2.1,西南西,1.6,北西,1.2,南南西,4.6,南西,2,南南西,3.1,南西,2.6,南南西,3.1,南,2.5,南南東,3,南,1.4,南西,2.4,西,1.5,北東,1.7,北西,1.7,南東,2.3,東南東,0.9,南南東,1.4,北東,1.2,北東,1.3,東,1.1,東北東,1.8,東北東,4.5,南,2.5,東南東,3.4,東北東,1.9,南東,3.2,東南東,3.3,南東,1.9,東北東,1.4,北東,1.5,東,2.5,南東,2.4,東北東,1.2,北東,1.4,北北東,2.3,南,1.8,北東,3.9,南南東,4.6,南西
2022,7,5,1.8,北,2,北北東,2.1,南南東,2.3,南東,3,南東,1.5,北東,1.5,南南東,2.1,南南西,2.9,南南東,1.5,北,2,南,5.5,南西,3.2,南,4.2,南西,1.9,南南東,2.7,北北東,3.2,東,3,南東,1.1,南西,2.8,西南西,2.2,東北東,1.3,北北西,2.9,南東,2.9,南南東,1.3,北東,1.7,北,1.7,北北東,3.9,北東,1.4,南南西,4.2,東北東,3,南,2.7,東南東,3.1,東北東,1.9,北,1.9,東南東,2.4,南東,2.3,東北東,1.8,西南西,1.4,南東,2.4,北西,4.1,西,3.9,南西,3.4,南西,1.6,西北西,4.2,西南西,3.8,西南西,4.7,南南東
2022,7,6,2.6,東南東,4.2,東北東,2.9,北北東,3.3,北,3,東南東,2.5,東南東,2.8,北東,4.3,北東,5.9,北北東,1.8,南東,3.6,北,4.3,北北東,3.5,北北東,5.1,北,2.2,北北西,2.6,北,3.8,東北東,3.1,北西,2,南,3,東,2.6,西北西,1.6,北西,2.9,北北西,3.9,西北西,1.7,北西,2.5,北西,2.5,北,2.7,西南西,2.3,北北西,3,北北西,2.7,北北西,2.7,西北西,3,西南西,2.2,南西,1.5,北東,3.1,西北西,3.5,西南西,2.2,西南西,1.4,西北西,2.1,北,2,西南西,1.6,南西,1.8,南西,1.6,南南西,3.2,西南西,1.8,北西,4.4,南
2022,7,7,2.5,南東,5.5,東北東,4.1,北,2,北北東,3.2,南東,2.5,南東,2.2,北北東,3.9,北東,4.5,北北東,2.2,東南東,2.6,東,4,北北東,2.9,東北東,3.5,北,2.1,北北西,2.6,北北東,3.1,東北東,2.6,北北西,2,南南西,2.6,北,2.9,南,1.8,南,2.8,南南東,3.2,東南東,1.7,南南東,1.9,北東,2.3,北北東,2.9,南西,1.6,東南東,3.2,南西,2.6,東南東,2.7,東,2.3,南南西,2.5,南西,1.3,南南東,2.8,南東,1.9,東南東,1.6,北東,1.7,西北西,2.4,北北西,2.4,南,2.1,南西,2.6,南西,2,南南東,2.9,西北西,2.5,西北西,3.4,南
2022,7,8,5.1,南東,4.5,東北東,2.8,北北東,3.1,北東,4.5,南東,2.7,東,2.5,北東,3.8,北東,5.8,北北東,1.7,東,2.2,北北東,4,北東,2.6,北北西,3.9,東,2.5,南南東,2,北北東,2.4,西北西,2.3,南,2.6,南西,2.6,北,2.8,南南東,1.6,西北西,3,南南東,2.5,西,1.3,南南東,1.8,北北東,2.3,南西,3.4,南西,1.5,南南東,3.3,西南西,1.9,東南東,1.6,東南東,1.6,西,2.6,南,1.9,東,1.8,東南東,1.2,北北東,1.9,北東,1,西北西,2.6,南東,4.5,南,3.8,南西,3.2,南西,1.9,西北西,2.6,西北西,2.3,南,3.9,西南西
2022,7,9,3.6,東南東,6.6,北東,5.4,北北東,3.6,北,2.6,南東,1.7,東南東,1.7,北東,2.2,東,3.5,北,1.9,東南東,2.1,南,4,西南西,2.8,南,3.2,南西,2.2,南東,2.3,北北東,2.8,北北西,2.4,南南西,2.7,南西,2.4,西南西,2.3,東北東,1.4,南,2.4,南南東,2.7,南南東,1.3,南南東,1.7,北東,2.3,西,3.6,西南西,1.5,南南東,5,南,2.3,南東,3.2,西,2.2,東,2,南西,1.6,南西,3.9,南南東,1.8,北北西,2,北東,1.6,南東,3,北北西,2.8,南南西,3.1,西,2.6,南西,2.5,北,2.9,西,3.5,西,5.5,西南西
2022,7,10,2.8,北北西,2.3,北,2.7,北北東,2.1,南東,2.9,西,1.8,南南東,1.5,西,2.4,南南西,3.1,南南東,1.9,東南東,2.4,南,5.2,南南西,4,南南東,4.2,南南東,1.9,北,1.9,南南西,2.1,東,2.4,南南東,2.7,南西,2.6,南西,2.2,北,1.7,南,2.6,北北西,2.9,東南東,1.3,北,1.8,北東,1.8,西,2.6,南西,1.6,東北東,4,西南西,2.2,北西,3.1,西南西,2.1,北東,2.6,南西,1.6,北東,3.3,南東,1.9,北北西,2,西南西,1.7,南東,3,北,2.5,東北東,2,南西,1.9,南南西,2.3,南南西,2.7,西北西,2.3,北北西,4.2,西南西
2022,7,11,3.1,東南東,2.6,北西,3,南,2.9,北,2.7,南東,2.9,東南東,2.9,北東,2.6,東北東,3.1,東南東,2.2,南東,2,東南東,3,東南東,2.9,南南東,2.5,東,1.7,北北西,1.8,北北東,2.1,北北西,2.3,南,2.7,南西,2.4,西,2,南,1.8,南南東,2.4,南南東,2.4,東南東,1.3,南南東,1.8,南南西,2.2,西南西,3.4,南西,1.6,西,4.3,西南西,2.9,東南東,2.4,西北西,2.3,東北東,2.9,南,1.5,南東,2.9,南東,1.7,北,2,北東,1.5,西北西,2.4,北,3.2,南,2.2,南西,2.7,南西,2.5,南,2.6,東南東,2.3,南東,3.7,西南西
2022,7,12,4.4,南東,3.3,北西,2.6,南南東,2.2,南東,3.9,南東,1.6,東,2.3,北東,2.9,東北東,2.9,東南東,2,東南東,3.2,東,3.3,東南東,2.8,南南東,2.8,東南東,2.5,南南東,2.1,南,3.9,西,2.6,南南東,2.3,南西,2.4,西南西,2.4,南東,1.4,南,2.9,南東,1.7,南,1.4,南南西,1.8,南,2,北北東,2.9,南西,1.8,北北西,3.4,西南西,2.8,南東,3,西北西,2.1,北北西,3.2,南南西,2.3,北西,2,北西,2.2,西,2.2,南西,1.4,西北西,3.5,北,2.9,北北西,1.9,南西,1.6,北北東,2.6,北,2.7,西北西,2.4,西北西,2.7,西南西
2022,7,13,3.4,南東,5.2,東北東,2,南南東,3.6,東北東,5.2,南東,1.9,北,2.6,北東,2.8,東北東,2.7,北北東,2,東南東,2.6,東,3.3,東北東,2.2,北北東,2.4,東,2.4,南南東,2.3,西,3.4,西南西,2,南南東,1.7,南南東,2.6,西南西,2.9,西北西,1.7,南南西,3,西北西,3.1,西,1.5,南,2.2,北北西,2.1,北北東,2.4,南南西,1.8,北,3,北,2,北北西,2.5,西北西,2.2,西,2.9,北北東,1.8,西南西,2.8,西北西,2.1,西南西,2.2,北東,1.7,南,2.2,北,2.2,北北西,2.3,南西,2.1,南西,2.1,北,2.5,西北西,3.1,西北西,3.2,南南東
2022,7,14,5.3,南東,5,東北東,3.2,南,2.4,東南東,6.2,東南東,2.9,東南東,2.1,北東,3.8,北東,3.7,東南東,2,東南東,2.9,東,2.8,北東,2.5,北東,2.4,東,5.3,南東,2.3,南,2.3,南西,2.6,南南西,1.6,南西,4.1,西南西,2.1,南南西,1.8,北,2.3,南,2.8,南東,0.8,南南東,1.3,北北東,1.5,北,2.2,西,1.2,東,2.4,西南西,3.6,南南東,2.6,東,2,南東,1.9,南南西,1.2,北東,3,南東,1.4,東,1.8,東北東,1.2,東,2.9,南,3.7,南南西,4.8,南南西,4.3,南西,2.3,北北西,4.8,西,4,西,4.4,西南西
2022,7,15,7.9,南南東,4.1,東北東,2.3,南,2.2,北東,6.3,東南東,1.1,北,1.5,東北東,2.9,東北東,2.8,北,2.3,東,2,東南東,3.4,東南東,2,南南東,2.2,東南東,4.4,南東,3,南,3.2,南南西,2.1,南南西,1,南東,3.2,西南西,1.7,北北東,1.3,北西,2,南東,2.7,南東,1,南南東,1.8,北東,1.9,南西,2.5,南南西,1.7,南南東,2.9,東北東,1.9,東南東,3.6,西南西,2.5,南南西,3.1,南,2.1,南,2.2,南東,2,南西,2.5,南,1.2,北北東,2.5,南東,2.4,南,2.3,東南東,2.1,南南西,2.2,南,3,西北西,3.5,西南西,5.6,南西
2022,7,16,4.6,南南東,6,東北東,2.7,北北東,3.4,北,3,南東,1.4,北北西,1.9,東北東,1.5,東,2.8,南,1,南東,1.5,北西,2.5,南南東,1.9,南南東,2.6,南西,1.8,南南東,2.3,南,3.3,東,2.6,南,1.3,南西,2.9,西南西,2.3,東,1.3,北北東,2.8,南南東,2.4,南南東,1.4,東南東,1.7,東北東,1.6,南,2.3,東南東,1.4,東,2.6,東,2.2,東南東,1.7,東,2.8,東南東,2.2,南西,1.5,東北東,2.3,南東,1.7,東,1.3,北,1.2,東北東,2.8,南東,3,西,2.7,西南西,3.2,南西,2,南,2.9,西南西,3.5,西北西,5.2,南西
2022,7,17,1.3,南東,3.6,北北東,1.9,北,1.7,東,2.5,南東,1.5,南南西,2,北北東,1.8,南,3,南南東,1.7,南東,2.4,南南東,4,南南東,3,南,3.7,南南西,2.7,南西,2.4,西,3.6,西南西,2.4,西南西,1.9,南南西,2.7,西,2.2,北東,1.8,北北西,2.3,南東,2.4,東,1.2,西北西,1.9,北東,2.7,西南西,3.4,南西,2.2,南南西,2.7,南西,2.3,東南東,4.3,西,3.7,西南西,3.3,南,2.5,西南西,2.7,西北西,3.5,西南西,2.3,南西,1.6,西,2.8,南南東,2.7,南,1.5,西,2,南西,2.2,南,3.3,西,1.9,西北西,5.8,南西
2022,7,18,2.3,北北西,2.5,南南東,2.3,西,2.1,南南東,3.1,西南西,2,南西,1.5,北西,1.7,東北東,2.5,南南東,1.7,北北西,1.3,南南東,3.4,南西,2.2,南,3,南西,2.7,南南西,2.7,西,3.5,西南西,2.5,南西,2,西南西,1.4,東北東,1.5,南西,2.4,南西,1.9,南東,2.6,西北西,1.3,南,1.7,南南西,2.3,南西,2.9,西南西,2.1,南南東,4.3,南,2.3,南東,2.1,西南西,3,西南西,1.8,南南西,1.6,東,3.2,南南東,2,東北東,2,北東,1.5,西南西,3.6,南,4.8,南,4.3,南南西,3.3,南南西,2.1,南南東,2.1,西北西,3.4,南南西,7.4,南
2022,7,19,3.4,南東,1.8,北北西,1.5,南東,1.6,東南東,3.1,南東,1,北東,1.4,北東,1.7,東北東,2,北北東,0.9,北,1.3,北西,6.5,南西,3.1,南南西,4.8,南西,2.6,南南東,2.5,西南西,5.7,南西,2.5,南西,1.3,西北西,1.4,西,2.3,南南東,2.2,南西,3.2,南東,2.1,西北西,2.3,南西,2.2,南南西,3.1,南西,4.3,西南西,2.6,南南西,7.9,南南西,3,東南東,3.1,西南西,3.4,西南西,4.3,南,2.6,西南西,1.7,西北西,2.6,西南西,1.8,北東,1.2,東北東,2.8,西南西,5.1,南西,5.4,南西,4.4,南南西,2.3,南南西,5.3,西南西,5.5,西南西,6.3,南南西
2022,7,20,3,北北西,2.2,北北西,2.8,北北西,3.6,北西,3.6,西,2.4,北北西,3.2,西北西,1.9,東,2.2,北東,3.2,北,3,北北西,4,北西,3.3,北西,2.7,北,3.5,西,2.5,西,3.1,西,2,北,2.8,北西,2.7,東北東,4.1,西北西,1.7,南南東,4.7,西北西,3.5,西北西,1.8,北西,1.9,北北東,2.1,南西,3.3,南西,1.7,北,2.4,北西,2.5,東南東,3.3,西南西,2.3,西,2.1,南西,1.9,南南西,2,西北西,3.2,西,2,北東,1.6,西,2.3,北北西,2.1,南,2,南西,2.1,南南西,1.6,北,3.7,西南西,4.9,西南西,5.8,南南西
2022,7,21,3.8,北北西,2.4,南南西,2.3,南,2.4,南東,2.8,西南西,1.6,南南西,1.9,南,2.4,南南東,3,南南東,2.1,北,2.5,南南東,4.7,南南東,3.6,南南東,3.6,南南東,1.9,南南西,2.1,北,1.9,東,2.6,南南東,2,西,2,西,1.9,北東,1.9,南南西,2.2,南南東,2.2,東北東,1.1,南南東,1.5,北東,1.7,南,2.2,西,1.5,南西,2.9,西南西,2.8,東南東,3.1,西南西,2.1,東南東,2.8,北,2.4,南南西,3.1,南東,1.7,東北東,2.7,西南西,1.6,南東,4.1,西南西,4.7,西南西,5.1,南南西,3.7,南南西,2.7,南西,5.6,西南西,4.4,西南西,5.3,南西
2022,7,22,1.8,北北西,2.9,北北東,1.8,北,2.5,南東,2.3,南東,1.1,北,1.3,北北東,2.2,南,3.5,南南東,2,東,2.3,南南東,6.4,南,4.5,南南東,5.3,南南西,1.9,南南東,3.1,西,6.8,南西,2.9,南西,2,西北西,2.3,北,2.4,北北東,2.1,北北西,2.9,西北西,4,西,2.5,西南西,2.5,西南西,3.6,南西,5.1,西,3.5,西南西,4.4,北西,3.8,西北西,6.2,西南西,4.9,西南西,4.6,南南西,2.9,西南西,4.2,西北西,5.6,西,3.2,南西,2.4,西,3.9,西南西,4.4,西,4.2,西北西,2.8,南西,3.4,北北西,4.7,西,4.1,西北西,4.7,西南西
2022,7,23,2.4,北北西,3,北北東,1.7,北,2.2,南南東,3.2,南東,2.6,南南西,2.2,北西,2.2,東,3,北北東,3.1,北北西,1.8,西北西,5.3,西南西,2.7,南南東,3.5,南南西,3.6,西,3,南南西,3.8,西南西,2.4,北北西,2.4,西南西,2.9,東北東,4.9,西北西,2,北東,5.1,西北西,4.3,北西,2,北西,2.4,北西,3,北,3.1,南西,2.7,北,3.5,北,2.3,東南東,2.2,西南西,2.9,西南西,2.5,北,1.5,北東,3.8,西北西,2.9,西南西,2.2,北東,1.8,南東,2.5,北,1.7,北西,1.6,南西,1.4,北,2.5,北,3.3,西北西,2.9,北北西,4.3,北西
2022,7,24,4.4,北西,2.7,西南西,2.1,南南東,2.8,南南東,2.5,北,1.6,北,1.9,南南東,2.1,東,3.2,南南東,2,南南東,2,南南東,5,西南西,3.3,南南東,4.3,南南西,1.5,北東,1.9,北北東,2.6,東,2.2,南,2.9,南西,1.8,東北東,2.3,南南西,2.3,南,2.5,北,3.1,東南東,1.6,南南東,2.1,南南西,2.3,西南西,3.9,南西,1.6,北東,4.2,東北東,3.1,南南東,1.7,東,2.8,東北東,3,南南西,1.9,東南東,3.5,南東,2.3,北北西,2.1,北東,1.7,南東,2.9,南東,3,南,1.5,南東,2.1,南西,2.7,南南東,2.6,西北西,2.3,南東,3.2,北西
2022,7,25,2.1,北西,2,北北西,1.9,南,2.4,南東,2,南東,1.5,北北西,1.5,北北西,2.5,南,2.7,南南東,1.9,東南東,2.3,南,5.5,南,4.3,南,4.9,南南東,1.6,北東,1.8,北北東,2.4,東,2.4,南東,2.6,西,2,西北西,2.4,南南西,2,南,2.3,南東,2.4,東南東,1.6,北西,1.9,北東,2.1,西南西,2.9,南西,1.5,東南東,3.5,西南西,2.7,南東,2.5,北西,2.3,東北東,2.3,南西,1.6,東北東,2.6,東南東,1.8,北北西,2.3,北東,1.7,南東,2.5,北,2.6,西南西,1.9,南西,2.5,南西,2.2,北,2.5,西北西,2.1,南南東,3.2,東
2022,7,26,1.8,北北西,2,北北西,2.5,北,1.9,南東,2.9,西,1.5,北,1.5,北東,2.5,南,3,南,2,東,2.7,南,5.5,南,3.5,南,4,南南西,1.9,南,2.4,北北東,2.9,北,2.5,北北西,1.6,南西,1.8,北東,2.7,南東,1.7,北西,2.8,南東,2.4,東南東,1.9,北西,2.3,東北東,2.3,北北東,2.4,南西,2.3,東北東,3.3,北,2,北北西,2.3,東北東,1.9,東南東,2.4,南西,1.8,東北東,2.4,西北西,1.8,北北西,2,西,1.7,西北西,3.2,北,2.4,北西,1.9,南西,2,南西,1.9,北,2.3,東,2.5,北北西,2.3,北
2022,7,27,2.5,北北西,2,北,2.3,北,2.1,南東,2.4,西北西,1.4,北,1.4,南南東,2.5,南南西,3.3,南南東,1.5,北西,3.6,南,6.4,南,4.9,南,5.6,南南西,1.6,北,1.9,北北東,2.7,東,1.9,北北西,1.5,南西,1.4,西南西,2.5,南,1.5,南,3.7,南南東,3.3,南南東,1.4,北東,2,西北西,2.2,北,3.3,南西,1.7,東,3.8,南西,2.3,南東,3.9,東北東,2.9,東,3.1,北北東,2,南南東,4,南東,2.4,東北東,2,北東,1.4,西,2.6,北,2.5,東北東,1.9,南西,1.7,西北西,2.3,南東,2.7,北東,2.9,北北東,3.4,東
2022,7,28,3.9,北北西,2.6,南南西,2.4,南南東,2.7,南東,2.9,北北西,1.6,北,1.9,東北東,1.5,北北西,2,北,2.1,北西,1.9,南,5.2,西南西,3.7,南南西,4.7,南南西,1.6,北北東,2.2,北北東,3.4,東,2.5,南,2.5,南西,2,北,2.9,南,2,南,2.9,南南東,3.3,東南東,1.8,東南東,2.2,北東,2.1,北,3.4,南西,2.1,東,3.8,西南西,3.1,南東,2.6,東,3.6,東北東,2.6,北,2.5,東北東,4.3,南東,2.2,東北東,2.1,北東,1.6,南,2.7,南東,2.9,東北東,1.8,東南東,2.7,東北東,2.4,南南東,4.2,東北東,3.9,北東,4.5,東南東
