transcript_id	X5A1	X5A2	X5A3	X5W1	X5W2	X5W3	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN12943_c0_g1_i1	163	307	19	191	1122	1546	6A	6W	0.49718859944911	1.71440415591192	0.607118763371269	0.746616185684893
TRINITY_DN7506_c0_g1_i1	1	2	13	0	6	1	6A	6W	8.17901105394563	2.54069151881786	8.88573599900986e-06	0.0001997930415317
TRINITY_DN11190_c0_g1_i3	11	8	0	3	5	0	6A	6W	2.03350749714462	1.12316147670932	0.0869880564525649	0.186427688075994
TRINITY_DN2434_c0_g1_i1	5	6	1	2	20	19	6A	6W	2.79809958305337	5.84418002043936	2.67067072751597e-05	0.0004773672934466
TRINITY_DN709_c0_g1_i2	0	1	0	2	49	51	6A	6W	2.65408197748439	5.02509575637113	0.0080415131589885	0.0354363733116138
TRINITY_DN3492_c0_g2_i1	2	0	1	1	14	18	6A	6W	2.85226014886629	1.03735820420831	0.062959650170209	0.14531288380857
TRINITY_DN2211_c0_g1_i6	8	8	2	0	4	0	6A	6W	1.7760422767259	2.8413846997184	0.363687002660431	0.521033888904662
TRINITY_DN3258_c0_g1_i2	0	5	0	0	23	18	6A	6W	5.73622977800908	0.703133912251278	0.0266522582310163	0.081746982543172
TRINITY_DN32269_c0_g1_i1	0	12	3	1	3	4	6A	6W	-1.73444706995373	0.449167438349576	0.276142889515981	0.425159537387915
TRINITY_DN9173_c0_g1_i2	3	7	10	11	5	16	6A	6W	1.18925967503893	1.61309022640893	0.23457124623058	0.374630557615312
TRINITY_DN18812_c0_g1_i1	10	13	0	0	4	10	6A	6W	4.89050573795658	0.208790655788881	0.210329661601339	0.344336869902288
TRINITY_DN670_c0_g1_i2	4	17	8	2	11	24	6A	6W	5.17345676191618	3.0730648254286	0.0003118980911029	0.0033862813289805
TRINITY_DN4532_c0_g1_i1	3	2	20	0	1	4	6A	6W	2.47133334883626	5.88006041457507	0.0133932888579361	0.0503863298100172
TRINITY_DN6494_c0_g1_i6	3	13	0	0	1	5	6A	6W	1.84978633454956	2.86691303982469	0.0416491789231919	0.111195335628587
TRINITY_DN8755_c0_g1_i1	0	1	7	1	3	2	6A	6W	2.41329557629924	2.47025390423663	0.0197152145398415	0.0661753435743574
TRINITY_DN9686_c0_g1_i3	0	4	10	0	1	3	6A	6W	1.35922774388155	3.04535325093692	0.129455006769707	0.239288499725011
TRINITY_DN4466_c0_g1_i3	4	16	0	1	7	5	6A	6W	2.25253636515319	2.76192976166671	0.24330446163202	0.385389177678798
TRINITY_DN5835_c0_g1_i4	11	20	0	0	7	0	6A	6W	3.19721798095638	2.48002041135693	0.0517468079906287	0.130437350927903
TRINITY_DN18107_c0_g1_i1	0	2	1	0	3	5	6A	6W	-0.154485539080922	1.53429114429492	0.875973801211329	0.945418320259177
TRINITY_DN4405_c0_g1_i1	11	4	0	0	8	5	6A	6W	2.08566018334574	0.785245496783875	0.41554745249985	0.574041623756431
TRINITY_DN95279_c0_g1_i1	2	1	1	0	0	0	6A	6W	-4.62356050203348	-0.437699512629473	0.132704187199137	0.239288499725011
TRINITY_DN9328_c0_g1_i3	3	1	9	0	0	0	6A	6W	-0.524751281522371	1.64645379904354	0.787196495048497	0.884878104314769
TRINITY_DN16979_c0_g1_i1	2	1	4	0	1	3	6A	6W	-2.09904445670014	-0.219967690469064	0.333325937709216	0.489341694260871
TRINITY_DN7116_c0_g2_i1	0	0	0	1	3	1	6A	6W	2.85206198514576	5.26051676229715	0.003159206829755	0.0187222032282348
TRINITY_DN67577_c0_g1_i1	5	13	8	6	11	11	6A	6W	-5.14485706566382	-0.203719208685855	0.0900253931018956	0.187213024930325
TRINITY_DN845_c0_g1_i6	8	20	0	5	40	47	6A	6W	1.86031527597908	2.73848814556841	0.136787974132907	0.245277332093081
TRINITY_DN8125_c0_g1_i2	9	0	0	0	3	18	6A	6W	6.85754451354354	1.48300247002845	0.0024825329662704	0.0158617209487837
TRINITY_DN29377_c0_g1_i3	4	10	0	0	16	22	6A	6W	-4.81562568067427	0.991616427734983	0.0029882118651901	0.0179967119669082
TRINITY_DN4723_c0_g1_i4	10	25	0	1	5	33	6A	6W	-4.34283413743275	0.119705212249263	0.0119140459339466	0.0467453945775416
TRINITY_DN3845_c0_g1_i1	0	4	4	0	0	1	6A	6W	-0.990968325729292	2.81298250955194	0.446118339397031	0.603308028694092
TRINITY_DN10892_c0_g1_i1	4	1	3	0	3	4	6A	6W	8.12460058848111	2.49480419152249	9.32406277115522e-06	0.0002068466435287
TRINITY_DN12841_c0_g1_i1	3	12	0	0	0	0	6A	6W	-0.997577733521565	1.21705012089954	0.674426817463994	0.801321046762201
TRINITY_DN6271_c0_g1_i1	2	9	0	1	1	9	6A	6W	6.31897227575866	1.09641407023542	0.019961419165807	0.0668233688834453
TRINITY_DN10531_c0_g1_i1	0	1	11	0	0	4	6A	6W	-1.55329814837541	4.94942513143497	0.0171174280212625	0.0599937695389416
TRINITY_DN9215_c0_g1_i1	2	1	11	0	5	2	6A	6W	0.541278292481632	1.93501414473783	0.507483277337524	0.660361639899628
TRINITY_DN116517_c0_g1_i1	0	4	0	2	0	2	6A	6W	-5.42482135608494	-0.0650464466519065	0.0545100931121813	0.134558213488193
TRINITY_DN5940_c0_g1_i2	29	32	0	0	3	0	6A	6W	1.12460747433006	3.10968349144282	0.22440998604205	0.362200920897251
TRINITY_DN5211_c0_g1_i5	7	10	0	0	17	27	6A	6W	1.7129652607835	3.79606500616853	0.0934396510423503	0.192749279183875
TRINITY_DN2199_c0_g1_i2	77	244	7	2	9	10	6A	6W	0.47571913894675	5.94681130031088	0.583029399412637	0.726458780354596
TRINITY_DN5697_c0_g1_i1	0	1	3	0	4	1	6A	6W	-2.83596613658427	3.22808603898015	0.0271440256748998	0.0825644607504365
TRINITY_DN4288_c0_g1_i1	0	7	10	0	7	4	6A	6W	1.13676080369865	4.8688911961572	0.0394173532382003	0.106490626732364
TRINITY_DN15629_c0_g1_i1	0	3	4	0	0	3	6A	6W	3.07332564494823	1.1885296258056	0.0339339332188996	0.0962741368716566
TRINITY_DN1467_c0_g1_i4	4	2	0	0	3	0	6A	6W	1.23802326047878	3.83034607094074	0.186438078064263	0.313015770197473
TRINITY_DN8366_c0_g1_i1	0	9	7	2	3	6	6A	6W	-0.692351563851036	4.31606149399935	0.216387746194366	0.351942841775108
TRINITY_DN5818_c0_g1_i2	12	27	1	3	17	32	6A	6W	0.682651491022967	6.02848325082899	0.197483026396926	0.327340315717282
TRINITY_DN7688_c0_g1_i3	7	13	0	0	10	4	6A	6W	0.734011770286481	0.705113184325391	0.541826202688891	0.691231740078917
TRINITY_DN3363_c0_g1_i1	0	0	6	0	4	4	6A	6W	-1.3334182471956	3.0044329461549	0.0743443907821824	0.16497540938004
TRINITY_DN573_c0_g1_i15	56	35	0	3	35	22	6A	6W	5.67096962486109	0.66124333141707	0.0213332270110884	0.0704298608830153
TRINITY_DN7378_c0_g1_i1	0	1	17	0	1	4	6A	6W	2.24525551280207	0.941629826511127	0.298106649555729	0.450806824415837
TRINITY_DN937_c0_g1_i1	12	28	0	4	33	54	6A	6W	0.516482793745765	2.67969584929903	0.547395816548717	0.69608673784188
TRINITY_DN22642_c0_g1_i1	2	0	7	0	0	2	6A	6W	-2.53753295452835	0.29492680189459	0.0857259857235666	0.184265353048032
TRINITY_DN7047_c0_g1_i1	11	15	2	0	3	11	6A	6W	0.14613557215247	1.41445962362512	0.927694382500784	0.977519413015898
TRINITY_DN10541_c0_g1_i2	34	54	0	4	40	71	6A	6W	8.30251806614883	2.64573989349086	1.23476500436923e-05	0.0002573440042129
TRINITY_DN3751_c0_g1_i4	3	19	0	0	7	5	6A	6W	1.11256460366515	2.83626874099012	0.278009714271076	0.427382336022774
TRINITY_DN25889_c0_g1_i1	0	4	16	1	0	1	6A	6W	-6.39026968502491	0.479291003904081	0.0066628349038096	0.0310195967408315
TRINITY_DN6186_c0_g1_i5	6	11	0	0	11	4	6A	6W	3.53345300367791	1.52247038170296	0.0059513941110081	0.0287124839359769
TRINITY_DN6452_c0_g1_i4	8	40	6	0	0	0	6A	6W	1.33430808777587	3.86906067760053	0.195499062665127	0.324811569530971
TRINITY_DN33532_c0_g1_i1	11	29	0	2	11	12	6A	6W	-3.18080679918244	-0.0788823989487573	0.0691633338706138	0.156159196619069
TRINITY_DN13441_c0_g1_i5	0	24	0	7	0	35	6A	6W	3.72875412651556	1.67337590353714	0.0016941054320701	0.0121559315159028
TRINITY_DN12598_c0_g1_i2	3	24	0	2	3	12	6A	6W	-0.349544706203531	1.86396195673162	0.922838337287724	0.97418212918129
TRINITY_DN717_c0_g1_i3	31	40	1	38	112	117	6A	6W	6.96986284283003	1.56776333591728	0.0024710162917525	0.0158027366162313
TRINITY_DN2328_c0_g1_i13	0	5	0	2	7	3	6A	6W	0.79683119513581	2.54199290936048	0.331828011110052	0.487860304528669
TRINITY_DN415_c0_g1_i3	1262	2856	2096	0	0	1158	6A	6W	3.29162206669561	5.02339159204082	0.0003431439110921	0.0036564003425368
TRINITY_DN570_c0_g1_i3	10	12	3	0	11	37	6A	6W	-0.159446752416991	2.05372503883389	0.893561618462965	0.956452188219286
TRINITY_DN7582_c0_g1_i1	1	2	1	0	6	3	6A	6W	-1.94678046185664	3.08057817133893	0.0487184073545573	0.124298737849301
TRINITY_DN126385_c0_g1_i1	1	2	1	2	2	1	6A	6W	-8.36233504557699	2.39264644764529	2.5913997912444e-06	7.36264498716755e-05
TRINITY_DN2772_c0_g1_i1	585	1162	64	29	234	276	6A	6W	8.95128996685169	3.21171726821788	4.15692321349534e-07	1.54080935422596e-05
TRINITY_DN7102_c0_g1_i1	12	37	0	4	19	12	6A	6W	2.55041425036462	3.8524567982778	0.0330780328767922	0.0948891994409473
TRINITY_DN1703_c0_g1_i2	15	76	25	5	92	118	6A	6W	2.4946490942464	3.28115437276268	0.021782179519146	0.0712207414889863
TRINITY_DN7223_c0_g1_i1	0	0	7	0	3	1	6A	6W	6.5664097314609	1.26794842858762	0.0050441220303537	0.0256867356827077
TRINITY_DN1562_c0_g1_i5	30	76	0	8	90	111	6A	6W	0.605659574984124	1.10723226042536	0.561569560948969	0.708108777548999
TRINITY_DN15908_c0_g1_i1	0	1	3	0	4	1	6A	6W	2.4351179996899	3.72446772941461	0.0049033061028397	0.0251610880344262
TRINITY_DN11507_c0_g1_i2	4	3	2	1	16	16	6A	6W	1.9647092044783	1.88046998868829	0.183915016397298	0.309738445672068
TRINITY_DN106_c0_g1_i1	3	0	0	4	0	4	6A	6W	0.939666214773626	2.63961888703172	0.297108719272144	0.449672643270863
TRINITY_DN6613_c0_g1_i5	11	15	11	2	14	8	6A	6W	-0.553592820419038	1.27492785410834	0.789893750508908	0.88700506167035
TRINITY_DN109_c0_g1_i5	29	155	11	4	116	128	6A	6W	0.413965168655715	5.26991566711274	0.52672059312086	0.677616939136464
TRINITY_DN11099_c0_g1_i2	0	0	11	0	3	5	6A	6W	2.80807322176941	1.03112688286887	0.0301829393035641	0.0892603184172073
TRINITY_DN1543_c0_g1_i1	9	26	17	11	33	41	6A	6W	0.762811444649029	3.0130376497597	0.442578864525123	0.599821385576949
TRINITY_DN4319_c0_g1_i6	10	24	0	0	6	21	6A	6W	0.112460695737394	2.69034645200717	0.893770919664849	0.956540620206402
TRINITY_DN313_c0_g1_i4	13	63	0	0	51	96	6A	6W	0.838843518845246	1.6840098515602	0.411029503392076	0.569630444125506
TRINITY_DN19432_c0_g1_i1	2	0	5	3	1	1	6A	6W	1.87006724115348	1.15787481148841	0.125367393311739	0.239288499725011
TRINITY_DN16349_c0_g1_i1	38	81	1	5	35	39	6A	6W	-2.81946820329035	-0.227231689178009	0.105530529127656	0.212240013154811
TRINITY_DN5047_c0_g1_i4	1	0	1	0	5	0	6A	6W	-0.396557812485673	3.76070112345424	0.525082429235083	0.676340294367346
TRINITY_DN12438_c0_g1_i1	2	2	15	0	5	6	6A	6W	-2.85717387128719	2.2051646733932	0.0066435861663419	0.0309548505900196
TRINITY_DN8678_c0_g1_i1	3	1	7	1	0	0	6A	6W	-1.51668989604265	2.59196748700498	0.109005695194945	0.21774115218725
TRINITY_DN1982_c0_g1_i1	3	3	19	0	7	8	6A	6W	5.59012642277105	0.611654489981617	0.0232233778915103	0.0747114530602136
TRINITY_DN1143_c0_g1_i3	35	89	6	2	0	1	6A	6W	0.565489841419708	0.8454862428887	0.623098532527587	0.760207140423047
TRINITY_DN2232_c0_g1_i4	11	7	1	0	9	6	6A	6W	-3.52404740881558	0.171704406384117	0.122993119272025	0.239000347893191
TRINITY_DN17131_c0_g1_i1	7	18	0	0	32	46	6A	6W	0.565117277535871	5.12853885919188	0.430875817606638	0.588777537771141
TRINITY_DN1857_c0_g1_i4	0	15	0	3	35	43	6A	6W	0.449375062494138	1.9651156533416	0.724373192534895	0.839432578820041
TRINITY_DN545_c0_g1_i2	6	0	0	0	10	10	6A	6W	-2.31560403112919	3.03637286763302	0.094232159282701	0.193968590348827
TRINITY_DN5180_c0_g1_i3	0	0	0	5	13	15	6A	6W	5.56007170267778	0.593224586826788	0.0276849411800182	0.0836891146452571
TRINITY_DN2178_c0_g2_i1	14	22	0	14	16	106	6A	6W	5.59676357008318	0.612976060416483	0.0331636927524507	0.0948891994409473
TRINITY_DN22379_c0_g1_i1	15	51	2	0	44	94	6A	6W	-5.42482135608494	-0.0650464466519065	0.0545100931121813	0.134558213488193
TRINITY_DN3498_c0_g1_i1	12	27	5	0	2	0	6A	6W	6.27629866041943	1.07149876281564	0.0644832678304225	0.147963140912259
TRINITY_DN1524_c0_g1_i7	17	8	10	5	0	4	6A	6W	-0.610264724487297	4.19191302273597	0.397585403307923	0.55621877559637
TRINITY_DN154059_c0_g1_i1	2	1	0	0	4	4	6A	6W	-3.5607361648416	-0.266841922323794	0.132704187199137	0.239288499725011
TRINITY_DN24092_c0_g1_i2	0	0	0	2	1	5	6A	6W	2.58797777426229	0.889658003139482	0.0475922122548752	0.122048244460922
TRINITY_DN7024_c0_g1_i5	0	13	0	0	1	11	6A	6W	-0.104216497965154	3.64814137044373	0.963203471536215	1.0
TRINITY_DN592_c0_g1_i1	24	36	4	0	23	54	6A	6W	7.65158674749165	2.10861196981589	0.0108877754380191	0.0438628110435958
TRINITY_DN1237_c0_g1_i1	4	3	27	0	0	2	6A	6W	0.451893764995775	3.19917828651426	0.590944500919653	0.733255712514547
TRINITY_DN4751_c0_g1_i1	0	3	6	6	0	0	6A	6W	0.996220558829743	1.91584893430935	0.328412804707663	0.484313791282588
TRINITY_DN1489_c0_g1_i2	0	1	1	0	3	3	6A	6W	1.62781780922014	3.79142312870786	0.103934221536663	0.209771759516263
TRINITY_DN14042_c0_g1_i1	6	30	0	0	8	30	6A	6W	-1.08228079908025	0.0070985877316628	0.450350574804019	0.607309553696018
TRINITY_DN791_c0_g1_i2	6	32	0	2	32	30	6A	6W	-0.316401547072396	1.74345735944819	0.954012878741458	0.995604884307031
TRINITY_DN37053_c0_g1_i1	0	0	4	1	0	0	6A	6W	5.53076869046272	0.570949120944436	0.0318567671885255	0.092193219853643
TRINITY_DN1019_c0_g1_i9	17	37	0	0	15	13	6A	6W	0.281787403621103	2.65534860556795	0.912484838994514	0.967683776186075
TRINITY_DN9439_c0_g1_i1	1	0	2	0	1	5	6A	6W	-2.69551386070456	3.18992662233173	0.0274689993082913	0.0831634192033323
TRINITY_DN289_c0_g1_i8	63	106	1	7	81	92	6A	6W	-0.422686177877129	4.41168268603517	0.550687499737047	0.698755543011654
TRINITY_DN2253_c0_g1_i1	46	6	0	0	29	36	6A	6W	1.85426038039851	3.02982522996263	0.0168117344669299	0.0594116272843203
TRINITY_DN1933_c0_g1_i3	18	56	0	0	0	0	6A	6W	0.504118274753025	4.74759467500579	0.416823216394704	0.575344291922044
TRINITY_DN1185_c0_g1_i1	0	4	11	0	4	4	6A	6W	9.31527279853851	3.53864740034664	9.0658730509103e-08	4.14994964350853e-06
TRINITY_DN19211_c0_g1_i4	18	64	0	0	58	54	6A	6W	-1.26553158587271	2.84054316456615	0.173802741541078	0.296309770604071
TRINITY_DN162244_c0_g1_i1	0	0	5	1	0	0	6A	6W	-7.88755879886565	1.84939051549823	4.5910953470191e-05	0.0007378380982658
TRINITY_DN16331_c0_g1_i1	0	0	0	3	9	17	6A	6W	-0.763189848434999	0.241446251227716	0.816784373308167	0.906737167530229
TRINITY_DN5098_c0_g1_i1	14	2	1	0	0	3	6A	6W	2.51740570817725	4.98946883148965	0.0346290726675302	0.0977564139878901
TRINITY_DN3072_c0_g1_i3	11	8	0	0	9	0	6A	6W	-1.02923751774643	2.44040845229261	0.397688590499847	0.55635375510633
TRINITY_DN2549_c0_g1_i2	5	4	0	0	1	4	6A	6W	1.0729696300559	2.63574381156022	0.278014035166771	0.427382336022774
TRINITY_DN15792_c0_g1_i1	13	9	0	11	42	67	6A	6W	-1.1713399673164	0.852188109456793	0.462744081924417	0.619472757089223
TRINITY_DN16078_c0_g1_i1	0	8	4	0	3	4	6A	6W	0.442248519187412	0.806894214669339	0.762285886226588	0.866887758935429
TRINITY_DN1732_c0_g1_i4	4	1	2	0	0	0	6A	6W	6.07919789792516	4.47043578373538	2.01624628758231e-10	2.02089729049207e-08
TRINITY_DN17771_c0_g1_i1	0	4	7	0	4	0	6A	6W	-0.696920485563217	0.270574009476114	0.815049385650171	0.905512229779027
TRINITY_DN80385_c0_g1_i1	12	32	7	6	31	34	6A	6W	-6.18969455229594	0.448890347182018	0.0109539830532993	0.0439127624179481
TRINITY_DN1381_c0_g1_i2	24	22	0	10	0	42	6A	6W	3.24182426710856	2.28188963789145	0.0137837358218146	0.0515537437283434
TRINITY_DN7065_c0_g1_i1	0	0	15	0	0	3	6A	6W	6.01277987425784	0.88273843044894	0.008927760178092	0.0382005136822626
TRINITY_DN39145_c0_g1_i1	0	0	1	0	1	7	6A	6W	-5.31000547453275	-0.191389970838355	0.0630008419264278	0.14531288380857
TRINITY_DN6252_c0_g1_i1	12	26	0	7	23	17	6A	6W	4.4273429301519	2.92973989085203	0.0002279843248831	0.0026451345038976
TRINITY_DN10759_c0_g1_i1	2	0	3	0	3	0	6A	6W	0.291271704322585	4.23895374656429	0.657559928218224	0.78831011473664
TRINITY_DN8161_c0_g1_i1	0	5	15	0	2	1	6A	6W	5.67873893066951	0.666052759494825	0.0242523580691324	0.0768392551162619
TRINITY_DN9904_c0_g1_i1	13	18	0	0	12	39	6A	6W	8.17314788002803	2.53391409661869	0.000142335333582	0.0018322555714761
TRINITY_DN8027_c0_g1_i2	36	12	0	0	0	0	6A	6W	1.14679056598973	2.2294254834913	0.362668643834131	0.519966026093779
TRINITY_DN3879_c0_g1_i1	29	69	3	10	76	94	6A	6W	1.7756347681278	4.35130870658027	0.0131325585860898	0.0496304266674946
TRINITY_DN5418_c0_g1_i2	7	17	6	4	4	13	6A	6W	0.230446764137369	3.28175251773433	0.890697521438855	0.954933457792082
TRINITY_DN4243_c0_g1_i1	3	9	0	0	4	7	6A	6W	-0.491426020581119	5.44025654225204	0.672230903803124	0.799580280875483
TRINITY_DN8408_c0_g1_i2	6	6	9	2	8	0	6A	6W	5.75877537879398	0.718647282068938	0.0196964220844493	0.0661252326646252
TRINITY_DN36841_c0_g1_i1	15	31	0	7	16	33	6A	6W	-2.44696316389206	1.57369136908368	0.0508002620860873	0.128586468746347
TRINITY_DN3629_c0_g1_i1	2	6	19	2	6	5	6A	6W	2.0409570511007	6.69880192145456	0.0001610781615628	0.0020156872295324
TRINITY_DN3841_c0_g1_i1	135	132	33	176	672	919	6A	6W	0.320057450780348	5.59041771330447	0.545939419604214	0.694966757327818
TRINITY_DN20790_c0_g1_i1	17	38	0	4	12	0	6A	6W	-1.29447722377409	2.85253073105288	0.116555254630253	0.229027946841269
TRINITY_DN911_c0_g1_i4	53	150	2	24	94	154	6A	6W	2.4275176823015	3.77515278984202	0.0060906554323634	0.0291768600823319
TRINITY_DN2748_c0_g1_i2	5	1	15	0	2	2	6A	6W	3.07917152857292	5.74484979961145	3.06717476349535e-08	1.60800948071537e-06
TRINITY_DN24610_c0_g1_i1	16	12	2	0	6	19	6A	6W	-3.11329321517798	1.63049373810841	0.0068539347585224	0.0316623935176475
TRINITY_DN135227_c0_g1_i1	2	2	0	0	1	6	6A	6W	-2.63330412871513	-0.300797540654567	0.132704187199137	0.239288499725011
TRINITY_DN13429_c0_g1_i1	6	5	0	0	6	3	6A	6W	0.472640814137615	1.32071080031693	0.678542994047051	0.80458266545111
TRINITY_DN110005_c0_g1_i1	0	0	1	1	0	0	6A	6W	-2.21116499369447	-0.238419205805894	0.358199234408499	0.515195796655097
TRINITY_DN336_c0_g1_i13	49	59	16	43	43	23	6A	6W	-2.26587735248463	0.723336989093461	0.202993889117159	0.334689888883945
TRINITY_DN35336_c0_g1_i1	2	1	4	3	2	3	6A	6W	-4.83675644076126	0.43521953553157	0.009764894020947	0.0406867315841156
TRINITY_DN4916_c0_g1_i5	25	68	0	0	24	36	6A	6W	0.202135054537021	1.49710631273416	1.0	1.0
TRINITY_DN11065_c0_g1_i2	0	13	0	0	16	8	6A	6W	6.29510553659613	1.08250162569947	0.0421215576849799	0.112139036789342
TRINITY_DN15741_c0_g1_i3	2	6	0	0	0	2	6A	6W	-7.099623094918	1.19157979079017	0.002123771080253	0.0142759553415501
TRINITY_DN3327_c0_g1_i3	15	31	8	1	0	0	6A	6W	-0.674690529380194	1.06208306134892	0.717788372329903	0.834450816680041
TRINITY_DN24219_c0_g1_i1	0	3	2	0	0	5	6A	6W	-0.812367040303988	0.185071999306861	0.623068422824954	0.760189309056855
TRINITY_DN16043_c0_g1_i1	18	17	4	1	28	23	6A	6W	-2.94205809214777	1.85435559584813	0.017230379723379	0.0602979735873053
TRINITY_DN3464_c0_g1_i1	0	5	13	0	1	0	6A	6W	7.91445691053689	2.32051616556695	0.0002650625148527	0.0029750883378607
TRINITY_DN26635_c0_g1_i1	0	5	3	4	4	12	6A	6W	-6.30547640011442	0.545485908633921	0.00810279519999	0.0355704351463833
TRINITY_DN3833_c0_g1_i1	0	2	0	10	24	36	6A	6W	0.598545537868598	3.00174811061935	0.515847367943142	0.667935983289689
TRINITY_DN8895_c0_g1_i1	0	6	14	0	1	2	6A	6W	-9.09957556038667	3.14569127426159	7.88702857979211e-05	0.0011401365421799
TRINITY_DN3214_c0_g1_i1	10	15	0	1	8	2	6A	6W	-0.23086285966658	0.265689592348404	1.0	1.0
TRINITY_DN1886_c0_g1_i2	0	9	0	0	23	13	6A	6W	0.858057922846324	4.26001609982816	0.189583639722143	0.317071779536907
TRINITY_DN5320_c0_g1_i1	0	2	9	6	2	4	6A	6W	0.284507817584795	0.888659617977565	0.824243268932651	0.912039320711309
TRINITY_DN208_c0_g1_i4	57	124	21	25	42	60	6A	6W	1.91778359614479	2.39862537683644	0.0678495354813023	0.153896001506703
TRINITY_DN22175_c0_g1_i1	2	2	1	0	4	1	6A	6W	-6.47285940755479	1.91726822116802	2.90542213944279e-05	0.0005107474873427
TRINITY_DN13795_c0_g1_i2	3	1	7	0	1	1	6A	6W	-0.79695135672758	0.407334091739942	0.662409157237022	0.791824482812993
TRINITY_DN10215_c0_g1_i1	2	1	0	0	1	4	6A	6W	-2.25369136806272	1.03880761148812	0.0958688019756511	0.196546848230265
TRINITY_DN22313_c0_g1_i1	59	170	15	7	40	92	6A	6W	-5.42482135608494	-0.0650464466519065	0.0545100931121813	0.134558213488193
TRINITY_DN1832_c0_g1_i1	0	2	0	0	5	5	6A	6W	1.95155291526023	2.13949765511915	0.232140365800122	0.371627883299279
TRINITY_DN13524_c0_g1_i1	6	21	0	0	0	0	6A	6W	-5.9171390134826	0.235428383490385	0.0176435377187086	0.0609693997297685
TRINITY_DN4536_c0_g1_i6	2	0	2	0	0	0	6A	6W	2.82058608502816	2.79278478758035	0.0068509707212178	0.031650462654453
TRINITY_DN14236_c0_g1_i2	61	96	3	9	24	51	6A	6W	1.82535856256794	2.32677799406172	0.090966043293431	0.188762386832153
TRINITY_DN6192_c0_g1_i2	1	1	8	1	5	5	6A	6W	0.214805273681553	1.97503517422726	0.819536174618636	0.908611671468509
TRINITY_DN10886_c0_g1_i12	12	13	0	0	0	8	6A	6W	5.08550722206616	0.316504224953409	0.177404187749602	0.300941294391743
TRINITY_DN2265_c0_g1_i2	3	0	0	0	8	75	6A	6W	-1.77908505446843	1.07440909903809	0.0585494738299434	0.141912365146637
TRINITY_DN7153_c0_g1_i1	0	0	14	0	0	19	6A	6W	1.13610050887091	1.40446931323227	0.269337877310559	0.417119873402266
TRINITY_DN3455_c0_g1_i7	0	0	1	3	8	4	6A	6W	-5.48961994366991	1.06765841995224	0.0059743648060631	0.0288065599360902
TRINITY_DN2261_c0_g1_i1	2	6	21	0	2	3	6A	6W	0.973776479083887	5.32553262310355	0.0690719173811535	0.15605018498882
TRINITY_DN11795_c0_g1_i1	8	19	0	5	8	31	6A	6W	2.28196788674195	0.826699348630772	0.172702587070207	0.294839965513527
TRINITY_DN20005_c0_g1_i2	69	193	0	1	14	6	6A	6W	-5.42482135608494	-0.0650464466519065	0.0545100931121813	0.134558213488193
TRINITY_DN2503_c0_g1_i3	6	5	3	1	0	0	6A	6W	0.0254988266321195	1.20535656416261	0.941759108588343	0.986800123490968
TRINITY_DN6920_c0_g2_i1	16	44	0	8	13	40	6A	6W	-7.98767765315741	2.06617432358791	0.0004339500395247	0.0043576478923045
TRINITY_DN6089_c0_g1_i1	29	84	0	6	49	61	6A	6W	1.06727373271579	2.39709153048096	0.330061251999832	0.485994499797692
TRINITY_DN9079_c0_g1_i1	0	3	13	1	4	2	6A	6W	1.03003083011938	4.22018481877175	0.0825380587595704	0.17896580103241
TRINITY_DN6847_c0_g1_i4	4	4	1	2	15	8	6A	6W	-0.0249965659558587	2.89980785285666	1.0	1.0
TRINITY_DN4716_c0_g1_i2	9	17	0	0	0	1	6A	6W	1.28413685487053	0.99906850146698	0.316670522220331	0.471311549462663
TRINITY_DN20792_c0_g1_i1	1	8	1	1	3	11	6A	6W	-1.90475375234922	0.346132573485877	0.284636528793084	0.435040984970363
TRINITY_DN9191_c0_g1_i1	15	17	0	0	1	0	6A	6W	-3.21697661826307	-0.0664341629457473	0.0526741703339915	0.132232737535566
TRINITY_DN2107_c0_g1_i1	4	3	19	0	6	7	6A	6W	0.721733541576361	4.03092554579461	0.259188167675662	0.404975717284588
TRINITY_DN116075_c0_g1_i1	2	18	0	7	15	13	6A	6W	-5.66566109897267	0.0444697381813133	0.0384962147425388	0.105415889322534
TRINITY_DN162839_c0_g1_i1	12	20	1	2	13	21	6A	6W	-6.28358264410243	0.499642050811486	0.0089583014698484	0.0382005136822626
TRINITY_DN538_c0_g1_i2	0	11	4	0	0	0	6A	6W	-1.64921370249161	2.69896520820518	0.189187469570036	0.316524015948046
TRINITY_DN10156_c0_g1_i2	7	14	0	0	0	3	6A	6W	-0.58870217648318	0.531294052513507	0.852745310927069	0.930623387149204
TRINITY_DN3673_c0_g1_i1	0	1	10	1	0	1	6A	6W	0.134741582511981	1.41919741357513	0.871667631814379	0.942486723104777
TRINITY_DN98175_c0_g1_i1	0	0	1	1	0	0	6A	6W	-5.44103888251761	-0.0992941085159724	0.0452697034528658	0.117229716651797
TRINITY_DN4187_c0_g1_i1	0	0	4	6	0	46	6A	6W	2.15652072129923	5.68926123980989	2.49527713062551e-05	0.000452151843554
TRINITY_DN100950_c0_g1_i1	0	0	0	0	9	10	6A	6W	-4.81306395891467	0.350393775481236	0.0080905187184336	0.0355704351463833
TRINITY_DN24963_c0_g1_i1	0	1	9	1	2	0	6A	6W	-2.84434962068127	0.0403476094581147	0.0711443901410506	0.159438973919743
